No.;Time;Source;Destination;Protocol;Length;Info;;;;;;;;;Time 1
8946;287.997.526;192.168.100.17;157.240.208.60;TLSv1.2;181;Application Data;;;;;;;;;287997526
8950;288.018.526;157.240.208.60;192.168.100.17;TCP;56;443  >  63179 [ACK] Seq=8468 Ack=707 Win=65535 Len=0;;;;;;;;;288018526
10584;289.440.340;192.168.100.17;52.163.231.110;TLSv1.2;112;Application Data;;;;;;;;;289440340
10585;289.469.875;52.163.231.110;192.168.100.17;TLSv1.2;101;Application Data;;;;;;;;;289469875
10586;289.509.869;192.168.100.17;52.163.231.110;TCP;54;63081  >  443 [ACK] Seq=465 Ack=377 Win=255 Len=0;;;;;;;;;289509869
10587;289.512.908;13.67.74.235;192.168.100.17;TLSv1.2;351;Application Data;;;;;;;;;289512908
10588;289.514.971;192.168.100.17;13.67.74.235;TLSv1.2;96;Application Data;;;;;;;;;289514971
10589;289.541.715;192.168.100.17;13.67.74.235;TLSv1.2;219;Application Data;;;;;;;;;289541715
10590;289.567.922;13.67.74.235;192.168.100.17;TCP;54;443  >  63080 [ACK] Seq=2672 Ack=1657 Win=2050 Len=0;;;;;;;;;289567922
10591;289.950.162;192.168.100.17;52.109.124.33;TLSv1.2;89;Application Data;;;;;;;;;289950162
10592;289.985.446;52.109.124.33;192.168.100.17;TLSv1.2;85;Application Data;;;;;;;;;289985446
10593;289.985.522;192.168.100.17;52.109.124.33;TCP;54;63223  >  443 [ACK] Seq=825 Ack=6345 Win=261376 Len=0;;;;;;;;;289985522
12506;297.230.088;192.168.100.17;13.69.116.104;TCP;55;[TCP Keep-Alive] 63221  >  443 [ACK] Seq=675 Ack=6276 Win=131072 Len=1;;;;;;;;;297230088
12507;297.230.201;192.168.100.17;13.69.116.104;TCP;55;[TCP Keep-Alive] 63220  >  443 [ACK] Seq=1532 Ack=6829 Win=130560 Len=1;;;;;;;;;297230201
12508;297.527.177;13.69.116.104;192.168.100.17;TCP;66;[TCP Keep-Alive ACK] 443  >  63221 [ACK] Seq=6276 Ack=676 Win=524544 Len=0 SLE=675 SRE=676;;;;;;;;;297527177
12509;297.527.646;13.69.116.104;192.168.100.17;TCP;66;[TCP Keep-Alive ACK] 443  >  63220 [ACK] Seq=6829 Ack=1533 Win=525056 Len=0 SLE=1532 SRE=1533;;;;;;;;;297527646
12510;298.599.937;192.168.100.17;13.69.116.104;TCP;55;[TCP Keep-Alive] 63222  >  443 [ACK] Seq=6329 Ack=6721 Win=130816 Len=1[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)];;;;;;;;;298599937
12511;298.793.308;13.69.116.104;192.168.100.17;TCP;66;[TCP Keep-Alive ACK] 443  >  63222 [ACK] Seq=6721 Ack=6330 Win=525056 Len=0 SLE=6329 SRE=6330;;;;;;;;;298793308
12514;299.111.727;157.240.208.60;192.168.100.17;TLSv1.2;101;Application Data;;;;;;;;;299111727
12517;299.159.975;192.168.100.17;157.240.208.60;TCP;54;63179  >  443 [ACK] Seq=707 Ack=8515 Win=63819 Len=0;;;;;;;;;299159975
12523;300.110.538;192.168.100.17;35.186.224.47;TLSv1.2;97;Application Data;;;;;;;;;300110538
12524;300.125.412;35.186.224.47;192.168.100.17;TCP;54;443  >  65379 [ACK] Seq=401 Ack=474 Win=272 Len=0;;;;;;;;;300125412
12525;300.197.623;35.186.224.47;192.168.100.17;TLSv1.2;94;Application Data;;;;;;;;;300197623
12526;300.249.919;192.168.100.17;35.186.224.47;TCP;54;65379  >  443 [ACK] Seq=474 Ack=441 Win=254 Len=0;;;;;;;;;300249919
12527;301.420.632;192.168.100.17;162.159.133.234;TLSv1.2;105;Application Data;;;;;;;;;301420632
12528;301.438.259;162.159.133.234;192.168.100.17;TCP;56;443  >  63063 [ACK] Seq=225 Ack=409 Win=76 Len=0;;;;;;;;;301438259
12529;301.733.934;162.159.133.234;192.168.100.17;TLSv1.2;86;Application Data;;;;;;;;;301733934
12530;301.778.697;192.168.100.17;162.159.133.234;TCP;54;63063  >  443 [ACK] Seq=409 Ack=257 Win=509 Len=0;;;;;;;;;301778697
12531;303.466.342;52.113.194.132;192.168.100.17;TCP;54;443  >  63218 [RST, ACK] Seq=7192 Ack=2126 Win=0 Len=0;;;;;;;;;303466342
12532;307.920.236;192.168.100.17;35.186.224.39;TLSv1.2;97;Application Data;;;;;;;;;307920236
12533;307.945.749;35.186.224.39;192.168.100.17;TCP;56;443  >  65458 [ACK] Seq=1534 Ack=431 Win=272 Len=0;;;;;;;;;307945749
12534;307.999.952;35.186.224.39;192.168.100.17;TLSv1.2;94;Application Data;;;;;;;;;307999952
12535;308.040.218;192.168.100.17;35.186.224.39;TCP;54;65458  >  443 [ACK] Seq=431 Ack=1574 Win=510 Len=0;;;;;;;;;308040218
12547;309.920.319;192.168.100.17;157.240.208.60;TLSv1.2;85;Application Data;;;;;;;;;309920319
12548;309.939.711;157.240.208.60;192.168.100.17;TCP;56;443  >  63179 [ACK] Seq=8515 Ack=738 Win=65535 Len=0;;;;;;;;;309939711
12551;310.140.036;157.240.208.60;192.168.100.17;TLSv1.2;92;Application Data;;;;;;;;;310140036
12556;310.193.758;192.168.100.17;157.240.208.60;TCP;54;63179  >  443 [ACK] Seq=738 Ack=8553 Win=63781 Len=0;;;;;;;;;310193758
12902;310.588.298;192.168.100.17;185.184.8.65;TCP;55;[TCP Keep-Alive] 63120  >  443 [ACK] Seq=1 Ack=1 Win=63718 Len=1;;;;;;;;;310588298
13476;310.884.885;185.184.8.65;192.168.100.17;TCP;56;[TCP Keep-Alive ACK] 443  >  63120 [ACK] Seq=1 Ack=2 Win=63784 Len=0;;;;;;;;;310884885
14120;311.296.590;192.168.100.17;35.186.224.25;TCP;55;[TCP Keep-Alive] 55370  >  443 [ACK] Seq=523 Ack=2545 Win=512 Len=1;;;;;;;;;311296590
14348;311.441.486;35.186.224.25;192.168.100.17;TCP;66;[TCP Keep-Alive ACK] 443  >  55370 [ACK] Seq=2545 Ack=524 Win=597 Len=0 SLE=523 SRE=524;;;;;;;;;311441486
14448;311.739.935;192.168.100.17;35.186.224.13;TCP;55;[TCP Keep-Alive] 65460  >  443 [ACK] Seq=9034 Ack=5404 Win=512 Len=1;;;;;;;;;311739935
14449;311.769.480;35.186.224.13;192.168.100.17;TCP;66;[TCP Keep-Alive ACK] 443  >  65460 [ACK] Seq=5404 Ack=9035 Win=890 Len=0 SLE=9034 SRE=9035;;;;;;;;;311769480
14460;312.515.367;192.168.100.17;35.186.224.47;TLSv1.2;89;Application Data;;;;;;;;;312515367
14461;312.531.363;35.186.224.47;192.168.100.17;TCP;56;443  >  65461 [ACK] Seq=311 Ack=386 Win=266 Len=0;;;;;;;;;312531363
14462;312.595.147;35.186.224.47;192.168.100.17;TLSv1.2;85;Application Data;;;;;;;;;312595147
14463;312.641.057;192.168.100.17;35.186.224.47;TCP;54;65461  >  443 [ACK] Seq=386 Ack=342 Win=508 Len=0;;;;;;;;;312641057
14474;313.487.933;192.168.100.17;74.125.24.188;TCP;55;[TCP Keep-Alive] 55327  >  5228 [ACK] Seq=1 Ack=1 Win=64278 Len=1;;;;;;;;;313487933
14475;313.514.346;74.125.24.188;192.168.100.17;TCP;54;[TCP Keep-Alive ACK] 5228  >  55327 [ACK] Seq=1 Ack=2 Win=65535 Len=0;;;;;;;;;313514346
14496;316.221.733;192.168.100.17;157.240.208.60;TLSv1.2;174;Application Data;;;;;;;;;316221733
14497;316.239.144;157.240.208.60;192.168.100.17;TCP;56;443  >  63179 [ACK] Seq=8553 Ack=858 Win=65535 Len=0;;;;;;;;;316239144
14498;316.472.005;157.240.208.60;192.168.100.17;TLSv1.2;88;Application Data;;;;;;;;;316472005
14499;316.519.296;192.168.100.17;157.240.208.60;TCP;54;63179  >  443 [ACK] Seq=858 Ack=8587 Win=63747 Len=0;;;;;;;;;316519296
14500;317.529.951;192.168.100.17;20.197.71.89;TLSv1.2;97;Application Data;;;;;;;;;317529951
14501;317.569.213;20.197.71.89;192.168.100.17;TLSv1.2;228;Application Data;;;;;;;;;317569213
14502;317.609.041;192.168.100.17;20.197.71.89;TCP;54;63072  >  443 [ACK] Seq=345 Ack=1393 Win=253 Len=0;;;;;;;;;317609041
14503;318.829.475;157.240.208.60;192.168.100.17;TLSv1.2;520;Application Data;;;;;;;;;318829475
14504;318.829.475;157.240.208.60;192.168.100.17;TCP;1334;443  >  63179 [ACK] Seq=9053 Ack=858 Win=65535 Len=1280 [TCP segment of a reassembled PDU];;;;;;;;;318829475
14505;318.829.475;157.240.208.60;192.168.100.17;TLSv1.2;287;Application Data;;;;;;;;;318829475
14506;318.829.475;157.240.208.60;192.168.100.17;TCP;1334;443  >  63179 [ACK] Seq=10566 Ack=858 Win=65535 Len=1280 [TCP segment of a reassembled PDU];;;;;;;;;318829475
14507;318.829.475;157.240.208.60;192.168.100.17;TLSv1.2;156;Application Data;;;;;;;;;318829475
14508;318.829.475;157.240.208.60;192.168.100.17;TCP;520;[TCP Out-Of-Order] 443  >  63179 [PSH, ACK] Seq=8587 Ack=858 Win=65535 Len=466;;;;;;;;;318829475
14509;318.829.569;192.168.100.17;157.240.208.60;TCP;54;63179  >  443 [ACK] Seq=858 Ack=11948 Win=64952 Len=0;;;;;;;;;318829569
14510;318.900.352;157.240.208.60;192.168.100.17;TLSv1.2;128;Application Data;;;;;;;;;318900352
14511;318.949.784;192.168.100.17;157.240.208.60;TCP;54;63179  >  443 [ACK] Seq=858 Ack=12022 Win=64878 Len=0;;;;;;;;;318949784
14512;319.134.405;157.240.208.60;192.168.100.17;TLSv1.2;102;Application Data;;;;;;;;;319134405
14513;319.179.087;192.168.100.17;157.240.208.60;TCP;54;63179  >  443 [ACK] Seq=858 Ack=12070 Win=64830 Len=0;;;;;;;;;319179087
14541;319.953.301;52.109.124.33;192.168.100.17;TLSv1.2;85;Application Data;;;;;;;;;319953301
14542;319.953.435;192.168.100.17;52.109.124.33;TCP;54;63223  >  443 [ACK] Seq=825 Ack=6376 Win=261376 Len=0;;;;;;;;;319953435
14543;319.953.665;192.168.100.17;52.109.124.33;TLSv1.2;89;Application Data;;;;;;;;;319953665
14544;319.981.977;52.109.124.33;192.168.100.17;TLSv1.2;85;Application Data;;;;;;;;;319981977
14545;319.982.099;192.168.100.17;52.109.124.33;TCP;54;63223  >  443 [ACK] Seq=860 Ack=6407 Win=261376 Len=0;;;;;;;;;319982099
14547;329.473.402;192.168.100.17;52.163.231.110;TLSv1.2;112;Application Data;;;;;;;;;329473402
14548;329.506.596;52.163.231.110;192.168.100.17;TLSv1.2;101;Application Data;;;;;;;;;329506596
14549;329.559.517;13.67.74.235;192.168.100.17;TLSv1.2;352;Application Data;;;;;;;;;329559517
14550;329.561.651;192.168.100.17;13.67.74.235;TLSv1.2;96;Application Data;;;;;;;;;329561651
14551;329.562.611;192.168.100.17;52.163.231.110;TCP;54;63081  >  443 [ACK] Seq=523 Ack=424 Win=255 Len=0;;;;;;;;;329562611
14552;329.590.812;192.168.100.17;13.67.74.235;TLSv1.2;219;Application Data;;;;;;;;;329590812
14553;329.637.950;13.67.74.235;192.168.100.17;TCP;54;443  >  63080 [ACK] Seq=2970 Ack=1864 Win=2049 Len=0;;;;;;;;;329637950
14554;330.116.846;192.168.100.17;35.186.224.47;TLSv1.2;97;Application Data;;;;;;;;;330116846
14555;330.135.730;35.186.224.47;192.168.100.17;TCP;54;443  >  65379 [ACK] Seq=441 Ack=517 Win=272 Len=0;;;;;;;;;330135730
14556;330.197.020;35.186.224.47;192.168.100.17;TLSv1.2;94;Application Data;;;;;;;;;330197020
14557;330.249.546;192.168.100.17;35.186.224.47;TCP;54;65379  >  443 [ACK] Seq=517 Ack=481 Win=254 Len=0;;;;;;;;;330249546
14558;331.745.936;192.168.100.17;35.186.224.25;TCP;55;[TCP Keep-Alive] 55359  >  443 [ACK] Seq=8480 Ack=376 Win=511 Len=1;;;;;;;;;331745936
14559;331.763.208;35.186.224.25;192.168.100.17;TCP;66;[TCP Keep-Alive ACK] 443  >  55359 [ACK] Seq=376 Ack=8481 Win=1050 Len=0 SLE=8480 SRE=8481;;;;;;;;;331763208
16155;333.265.421;13.69.116.104;192.168.100.17;TCP;54;443  >  63221 [RST, ACK] Seq=6276 Ack=676 Win=0 Len=0;;;;;;;;;333265421
16156;333.982.985;13.69.116.104;192.168.100.17;TCP;54;443  >  63222 [RST, ACK] Seq=6721 Ack=6330 Win=0 Len=0;;;;;;;;;333982985
16159;334.926.206;192.168.100.17;157.240.208.60;TLSv1.2;181;Application Data;;;;;;;;;334926206
16160;334.942.598;157.240.208.60;192.168.100.17;TCP;56;443  >  63179 [ACK] Seq=12070 Ack=985 Win=65535 Len=0;;;;;;;;;334942598
16161;335.518.703;13.69.116.104;192.168.100.17;TCP;54;443  >  63220 [RST, ACK] Seq=6829 Ack=1533 Win=0 Len=0;;;;;;;;;335518703
16162;338.919.076;192.168.100.17;35.186.224.39;TLSv1.2;97;Application Data;;;;;;;;;338919076
16163;338.934.665;35.186.224.39;192.168.100.17;TCP;56;443  >  65458 [ACK] Seq=1574 Ack=474 Win=272 Len=0;;;;;;;;;338934665
16164;338.993.135;35.186.224.39;192.168.100.17;TLSv1.2;94;Application Data;;;;;;;;;338993135
16165;339.043.506;192.168.100.17;35.186.224.39;TCP;54;65458  >  443 [ACK] Seq=474 Ack=1614 Win=510 Len=0;;;;;;;;;339043506
16210;342.661.081;192.168.100.17;162.159.133.234;TLSv1.2;105;Application Data;;;;;;;;;342661081
16211;342.677.806;162.159.133.234;192.168.100.17;TCP;56;443  >  63063 [ACK] Seq=257 Ack=460 Win=76 Len=0;;;;;;;;;342677806
16212;343.097.511;162.159.133.234;192.168.100.17;TLSv1.2;86;Application Data;;;;;;;;;343097511
16213;343.148.988;192.168.100.17;162.159.133.234;TCP;54;63063  >  443 [ACK] Seq=460 Ack=289 Win=509 Len=0;;;;;;;;;343148988
16214;343.519.038;192.168.100.17;35.186.224.47;TLSv1.2;89;Application Data;;;;;;;;;343519038
16215;343.539.777;35.186.224.47;192.168.100.17;TCP;56;443  >  65461 [ACK] Seq=342 Ack=421 Win=266 Len=0;;;;;;;;;343539777
16216;343.600.759;35.186.224.47;192.168.100.17;TLSv1.2;85;Application Data;;;;;;;;;343600759
16217;343.651.944;192.168.100.17;35.186.224.47;TCP;54;65461  >  443 [ACK] Seq=421 Ack=373 Win=508 Len=0;;;;;;;;;343651944
16220;344.701.454;192.168.100.17;104.88.236.236;TCP;54;63225  >  80 [FIN, ACK] Seq=214 Ack=4593 Win=64952 Len=0;;;;;;;;;344701454
16221;344.742.337;104.88.236.236;192.168.100.17;TCP;54;80  >  63225 [FIN, ACK] Seq=4593 Ack=215 Win=64027 Len=0;;;;;;;;;344742337
16222;344.742.397;192.168.100.17;104.88.236.236;TCP;54;63225  >  80 [ACK] Seq=215 Ack=4594 Win=64952 Len=0;;;;;;;;;344742397
16249;345.602.664;192.168.100.17;104.199.240.237;SSL;65;Continuation Data;;;;;;;;;345602664
16250;345.680.989;104.199.240.237;192.168.100.17;SSL;65;Continuation Data;;;;;;;;;345680989
16251;345.733.769;192.168.100.17;104.199.240.237;TCP;54;63071  >  443 [ACK] Seq=34 Ack=67 Win=512 Len=0;;;;;;;;;345733769
16255;347.231.643;157.240.208.60;192.168.100.17;TLSv1.2;101;Application Data;;;;;;;;;347231643
16262;347.283.243;192.168.100.17;157.240.208.60;TCP;54;63179  >  443 [ACK] Seq=985 Ack=12117 Win=64783 Len=0;;;;;;;;;347283243
16283;349.986.474;192.168.100.17;52.109.124.33;TLSv1.2;89;Application Data;;;;;;;;;349986474
16284;350.031.217;52.109.124.33;192.168.100.17;TLSv1.2;85;Application Data;;;;;;;;;350031217
16285;350.031.346;192.168.100.17;52.109.124.33;TCP;54;63223  >  443 [ACK] Seq=895 Ack=6438 Win=261376 Len=0;;;;;;;;;350031346
16311;351.588.214;185.184.8.65;192.168.100.17;TLSv1.2;93;Application Data;;;;;;;;;351588214
16312;351.588.371;185.184.8.65;192.168.100.17;TLSv1.2;78;Application Data;;;;;;;;;351588371
16313;351.588.422;192.168.100.17;185.184.8.65;TCP;54;63120  >  443 [ACK] Seq=2 Ack=65 Win=63655 Len=0;;;;;;;;;351588422
16314;351.588.697;192.168.100.17;185.184.8.65;TCP;54;63120  >  443 [FIN, ACK] Seq=2 Ack=65 Win=63655 Len=0;;;;;;;;;351588697
16316;351.799.266;185.184.8.65;192.168.100.17;TCP;56;443  >  63120 [ACK] Seq=65 Ack=3 Win=63784 Len=0;;;;;;;;;351799266
16318;356.454.514;192.168.100.17;35.186.224.25;TCP;55;[TCP Keep-Alive] 55370  >  443 [ACK] Seq=523 Ack=2545 Win=512 Len=1;;;;;;;;;356454514
16319;356.496.039;35.186.224.25;192.168.100.17;TCP;66;[TCP Keep-Alive ACK] 443  >  55370 [ACK] Seq=2545 Ack=524 Win=597 Len=0 SLE=523 SRE=524;;;;;;;;;356496039
16320;356.779.409;192.168.100.17;35.186.224.13;TCP;55;[TCP Keep-Alive] 65460  >  443 [ACK] Seq=9034 Ack=5404 Win=512 Len=1;;;;;;;;;356779409
16321;356.809.913;35.186.224.13;192.168.100.17;TCP;66;[TCP Keep-Alive ACK] 443  >  65460 [ACK] Seq=5404 Ack=9035 Win=890 Len=0 SLE=9034 SRE=9035;;;;;;;;;356809913
16322;358.529.221;192.168.100.17;74.125.24.188;TCP;55;[TCP Keep-Alive] 55327  >  5228 [ACK] Seq=1 Ack=1 Win=64278 Len=1;;;;;;;;;358529221
16323;358.557.592;74.125.24.188;192.168.100.17;TCP;54;[TCP Keep-Alive ACK] 5228  >  55327 [ACK] Seq=1 Ack=2 Win=65535 Len=0;;;;;;;;;358557592
16326;360.114.747;192.168.100.17;35.186.224.47;TLSv1.2;97;Application Data;;;;;;;;;360114747
16327;360.131.106;35.186.224.47;192.168.100.17;TCP;54;443  >  65379 [ACK] Seq=481 Ack=560 Win=272 Len=0;;;;;;;;;360131106
16328;360.199.143;35.186.224.47;192.168.100.17;TLSv1.2;94;Application Data;;;;;;;;;360199143
16329;360.249.608;192.168.100.17;35.186.224.47;TCP;54;65379  >  443 [ACK] Seq=560 Ack=521 Win=253 Len=0;;;;;;;;;360249608
16330;362.539.340;192.168.100.17;20.197.71.89;TLSv1.2;97;Application Data;;;;;;;;;362539340
16331;362.567.963;20.197.71.89;192.168.100.17;TLSv1.2;228;Application Data;;;;;;;;;362567963
16332;362.616.418;192.168.100.17;20.197.71.89;TCP;54;63072  >  443 [ACK] Seq=388 Ack=1567 Win=259 Len=0;;;;;;;;;362616418
16346;369.509.205;192.168.100.17;52.163.231.110;TLSv1.2;112;Application Data;;;;;;;;;369509205
16347;369.540.868;52.163.231.110;192.168.100.17;TLSv1.2;101;Application Data;;;;;;;;;369540868
16348;369.596.207;192.168.100.17;52.163.231.110;TCP;54;63081  >  443 [ACK] Seq=581 Ack=471 Win=255 Len=0;;;;;;;;;369596207
16349;369.656.316;13.67.74.235;192.168.100.17;TLSv1.2;353;Application Data;;;;;;;;;369656316
16350;369.658.754;192.168.100.17;13.67.74.235;TLSv1.2;96;Application Data;;;;;;;;;369658754
16351;369.666.078;192.168.100.17;13.67.74.235;TLSv1.2;1167;Application Data;;;;;;;;;369666078
16352;369.698.418;13.67.74.235;192.168.100.17;TCP;54;443  >  63080 [ACK] Seq=3269 Ack=3019 Win=2051 Len=0;;;;;;;;;369698418
16353;369.918.522;192.168.100.17;35.186.224.39;TLSv1.2;97;Application Data;;;;;;;;;369918522
16354;369.962.969;35.186.224.39;192.168.100.17;TCP;56;443  >  65458 [ACK] Seq=1614 Ack=517 Win=272 Len=0;;;;;;;;;369962969
16355;370.006.824;35.186.224.39;192.168.100.17;TLSv1.2;94;Application Data;;;;;;;;;370006824
16356;370.048.884;192.168.100.17;35.186.224.39;TCP;54;65458  >  443 [ACK] Seq=517 Ack=1654 Win=510 Len=0;;;;;;;;;370048884
16360;374.529.072;192.168.100.17;35.186.224.47;TLSv1.2;89;Application Data;;;;;;;;;374529072
16361;374.546.199;35.186.224.47;192.168.100.17;TCP;56;443  >  65461 [ACK] Seq=373 Ack=456 Win=266 Len=0;;;;;;;;;374546199
16362;374.608.508;35.186.224.47;192.168.100.17;TLSv1.2;85;Application Data;;;;;;;;;374608508
16363;374.653.440;192.168.100.17;35.186.224.47;TCP;54;65461  >  443 [ACK] Seq=456 Ack=404 Win=508 Len=0;;;;;;;;;374653440
16364;374.915.145;192.168.100.17;157.240.208.60;TLSv1.2;85;Application Data;;;;;;;;;374915145
16365;374.934.890;157.240.208.60;192.168.100.17;TCP;56;443  >  63179 [ACK] Seq=12117 Ack=1016 Win=65535 Len=0;;;;;;;;;374934890
16366;375.148.037;157.240.208.60;192.168.100.17;TLSv1.2;92;Application Data;;;;;;;;;375148037
16367;375.198.731;192.168.100.17;157.240.208.60;TCP;54;63179  >  443 [ACK] Seq=1016 Ack=12155 Win=64745 Len=0;;;;;;;;;375198731
16368;376.770.318;192.168.100.17;35.186.224.25;TCP;55;[TCP Keep-Alive] 55359  >  443 [ACK] Seq=8480 Ack=376 Win=511 Len=1;;;;;;;;;376770318
16371;376.787.422;35.186.224.25;192.168.100.17;TCP;66;[TCP Keep-Alive ACK] 443  >  55359 [ACK] Seq=376 Ack=8481 Win=1050 Len=0 SLE=8480 SRE=8481;;;;;;;;;376787422
16372;379.674.518;192.168.100.17;23.11.143.86;TCP;54;63224  >  443 [FIN, ACK] Seq=1132 Ack=8080 Win=64268 Len=0;;;;;;;;;379674518
16373;379.718.465;23.11.143.86;192.168.100.17;TLSv1.2;85;Encrypted Alert;;;;;;;;;379718465
16374;379.718.626;192.168.100.17;23.11.143.86;TCP;54;63224  >  443 [RST, ACK] Seq=1133 Ack=8111 Win=0 Len=0;;;;;;;;;379718626
16375;379.718.820;23.11.143.86;192.168.100.17;TCP;56;443  >  63224 [FIN, ACK] Seq=8111 Ack=1133 Win=64057 Len=0;;;;;;;;;379718820
16376;379.960.821;52.109.124.33;192.168.100.17;TLSv1.2;85;Application Data;;;;;;;;;379960821
16377;379.960.932;192.168.100.17;52.109.124.33;TCP;54;63223  >  443 [ACK] Seq=895 Ack=6469 Win=261376 Len=0;;;;;;;;;379960932
16378;379.961.115;192.168.100.17;52.109.124.33;TLSv1.2;89;Application Data;;;;;;;;;379961115
16379;379.991.223;52.109.124.33;192.168.100.17;TLSv1.2;85;Application Data;;;;;;;;;379991223
16380;379.991.335;192.168.100.17;52.109.124.33;TCP;54;63223  >  443 [ACK] Seq=930 Ack=6500 Win=261376 Len=0;;;;;;;;;379991335
16421;382.428.542;192.168.100.17;52.109.56.20;TCP;66;63226  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;;;;;;;382428542
16438;382.506.881;52.109.56.20;192.168.100.17;TCP;66;443  >  63226 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 WS=256 SACK_PERM=1;;;;;;;;;382506881
16439;382.506.957;192.168.100.17;52.109.56.20;TCP;54;63226  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0;;;;;;;;;382506957
16440;382.507.569;192.168.100.17;52.109.56.20;TLSv1.2;246;Client Hello;;;;;;;;;382507569
16442;382.584.015;52.109.56.20;192.168.100.17;TCP;1466;443  >  63226 [ACK] Seq=1 Ack=193 Win=525056 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;382584015
16443;382.587.238;52.109.56.20;192.168.100.17;TCP;1466;443  >  63226 [ACK] Seq=1413 Ack=193 Win=525056 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;382587238
16444;382.587.238;52.109.56.20;192.168.100.17;TCP;1466;443  >  63226 [ACK] Seq=2825 Ack=193 Win=525056 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;382587238
16445;382.587.238;52.109.56.20;192.168.100.17;TCP;1466;443  >  63226 [ACK] Seq=4237 Ack=193 Win=525056 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;382587238
16446;382.587.238;52.109.56.20;192.168.100.17;TLSv1.2;339;Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done;;;;;;;;;382587238
16447;382.587.405;192.168.100.17;52.109.56.20;TCP;54;63226  >  443 [ACK] Seq=193 Ack=5934 Win=131072 Len=0;;;;;;;;;382587405
16448;382.594.486;192.168.100.17;52.109.56.20;TLSv1.2;212;Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;382594486
16449;382.669.960;52.109.56.20;192.168.100.17;TLSv1.2;105;Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;382669960
16450;382.670.913;192.168.100.17;52.109.56.20;TLSv1.2;393;Application Data;;;;;;;;;382670913
16451;382.671.025;192.168.100.17;52.109.56.20;TCP;1466;63226  >  443 [ACK] Seq=690 Ack=5985 Win=131072 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;382671025
16452;382.671.025;192.168.100.17;52.109.56.20;TCP;1466;63226  >  443 [ACK] Seq=2102 Ack=5985 Win=131072 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;382671025
16453;382.671.025;192.168.100.17;52.109.56.20;TCP;1466;63226  >  443 [ACK] Seq=3514 Ack=5985 Win=131072 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;382671025
16454;382.671.025;192.168.100.17;52.109.56.20;TCP;1466;63226  >  443 [ACK] Seq=4926 Ack=5985 Win=131072 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;382671025
16455;382.671.025;192.168.100.17;52.109.56.20;TCP;1466;63226  >  443 [ACK] Seq=6338 Ack=5985 Win=131072 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;382671025
16456;382.671.025;192.168.100.17;52.109.56.20;TLSv1.2;558;Application Data;;;;;;;;;382671025
16457;382.747.364;52.109.56.20;192.168.100.17;TCP;56;443  >  63226 [ACK] Seq=5985 Ack=3514 Win=525056 Len=0;;;;;;;;;382747364
16458;382.747.893;52.109.56.20;192.168.100.17;TCP;56;443  >  63226 [ACK] Seq=5985 Ack=7750 Win=525056 Len=0;;;;;;;;;382747893
16459;382.802.372;52.109.56.20;192.168.100.17;TCP;56;443  >  63226 [ACK] Seq=5985 Ack=8254 Win=524544 Len=0;;;;;;;;;382802372
16460;382.863.132;52.109.56.20;192.168.100.17;TLSv1.2;1156;Application Data;;;;;;;;;382863132
16461;382.870.068;192.168.100.17;52.109.56.20;TCP;54;63226  >  443 [FIN, ACK] Seq=8254 Ack=7087 Win=130048 Len=0;;;;;;;;;382870068
16462;382.945.210;52.109.56.20;192.168.100.17;TCP;54;443  >  63226 [FIN, ACK] Seq=7087 Ack=8255 Win=524544 Len=0;;;;;;;;;382945210
16463;382.945.310;192.168.100.17;52.109.56.20;TCP;54;63226  >  443 [ACK] Seq=8255 Ack=7088 Win=130048 Len=0;;;;;;;;;382945310
16464;383.917.896;192.168.100.17;162.159.133.234;TLSv1.2;105;Application Data;;;;;;;;;383917896
16465;383.934.594;162.159.133.234;192.168.100.17;TCP;56;443  >  63063 [ACK] Seq=289 Ack=511 Win=76 Len=0;;;;;;;;;383934594
16466;384.244.661;192.168.100.17;157.240.208.60;TLSv1.2;174;Application Data;;;;;;;;;384244661
16467;384.251.190;162.159.133.234;192.168.100.17;TLSv1.2;86;Application Data;;;;;;;;;384251190
16468;384.259.600;157.240.208.60;192.168.100.17;TCP;56;443  >  63179 [ACK] Seq=12155 Ack=1136 Win=65535 Len=0;;;;;;;;;384259600
16469;384.298.630;192.168.100.17;162.159.133.234;TCP;54;63063  >  443 [ACK] Seq=511 Ack=321 Win=509 Len=0;;;;;;;;;384298630
16470;384.571.587;157.240.208.60;192.168.100.17;TLSv1.2;88;Application Data;;;;;;;;;384571587
